# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cp_model
# start_datetime = 2022-10-21 18:49:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/rob/.julia/dev/ROSStanPluto/notebooks/Playgrounds/ARM/Radon/tmp/cp_data_4.json
# init = 2 (Default)
# random
#   seed = 51049207 (Default)
# output
#   file = /Users/rob/.julia/dev/ROSStanPluto/notebooks/Playgrounds/ARM/Radon/tmp/cp_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-63-g1ae9de8f
# stancflags = --warn-pedantic --O1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-279.458,0.810893,0.595044,2,3,0,282.875,1.30642,-0.605682,0.82103
-280.231,0.943692,0.595044,2,3,0,280.46,1.33573,-0.571122,0.800494
-280.15,1,0.595044,3,7,0,280.727,1.2883,-0.586462,0.831327
-280.801,0.939033,0.595044,2,3,0,281.211,1.32603,-0.502379,0.836313
-279.384,0.994281,0.595044,2,7,0,281.289,1.33421,-0.656919,0.821208
-281.046,0.818301,0.595044,3,7,0,281.87,1.32294,-0.488671,0.835344
-280.089,1,0.595044,2,3,0,281.181,1.29677,-0.543398,0.834895
-280.722,0.963789,0.595044,2,3,0,280.902,1.2801,-0.538004,0.835412
-280.404,1,0.595044,3,7,0,280.8,1.28259,-0.55005,0.829558
-280.008,0.998825,0.595044,2,3,0,280.574,1.29711,-0.543381,0.83233
-280.129,0.964838,0.595044,3,7,0,281.214,1.36355,-0.678408,0.830031
-280.231,0.967365,0.595044,2,3,0,281.058,1.35589,-0.712009,0.823462
-279.611,0.990398,0.595044,2,7,0,280.599,1.34662,-0.626716,0.81102
-280.009,0.934313,0.595044,3,7,0,280.548,1.30566,-0.611574,0.84219
-280.124,0.992926,0.595044,3,7,0,280.577,1.36443,-0.643783,0.813912
-280.417,0.806099,0.595044,2,3,0,283.359,1.34684,-0.705776,0.840195
-280.366,0.998066,0.595044,3,7,0,280.708,1.28479,-0.5738,0.812114
-279.943,0.969033,0.595044,3,7,0,281.369,1.30891,-0.64673,0.836658
-280.777,0.974506,0.595044,3,7,0,281.182,1.32263,-0.56432,0.854722
-279.836,0.828634,0.595044,3,7,0,286.894,1.3307,-0.632484,0.84358
-280.901,0.849003,0.595044,2,3,0,282.135,1.37881,-0.647556,0.813928
-279.575,0.983918,0.595044,2,3,0,281.278,1.35183,-0.649572,0.823099
-279.315,0.982934,0.595044,3,7,0,280.094,1.32071,-0.5791,0.822679
-279.487,0.901768,0.595044,3,7,0,280.384,1.32423,-0.652706,0.81462
-279.392,0.996812,0.595044,2,7,0,279.655,1.32865,-0.587074,0.813893
-279.806,0.941813,0.595044,3,7,0,280.235,1.30763,-0.638956,0.811478
-279.974,0.959004,0.595044,3,7,0,281.686,1.35794,-0.636155,0.835241
-283.327,0.576148,0.595044,2,3,0,285.632,1.2724,-0.696647,0.841259
-286.041,0.912845,0.595044,3,7,0,290.289,1.27792,-0.357614,0.805634
-284.794,1,0.595044,1,1,0,286.164,1.28004,-0.388142,0.803065
-279.581,0.994558,0.595044,3,7,0,285.137,1.3167,-0.61451,0.837434
-279.555,0.947033,0.595044,3,7,0,281.076,1.3106,-0.599786,0.810212
-279.596,0.972654,0.595044,3,7,0,280.082,1.34232,-0.598097,0.812079
-279.885,0.960618,0.595044,2,3,0,280.164,1.31636,-0.676981,0.821716
-281.063,0.846687,0.595044,2,7,0,282.835,1.33634,-0.663994,0.858103
-279.587,0.978406,0.595044,2,7,0,281.767,1.32532,-0.656884,0.811818
-282.614,0.723455,0.595044,2,3,0,283.185,1.37407,-0.539104,0.843899
-281.174,0.986489,0.595044,2,7,0,283.63,1.358,-0.652469,0.855953
-280.497,1,0.595044,2,3,0,281.576,1.35452,-0.610975,0.846745
-279.751,0.980056,0.595044,2,7,0,281.319,1.2971,-0.600368,0.819022
-279.499,0.996505,0.595044,2,7,0,279.917,1.33047,-0.579955,0.812572
-281.746,0.715763,0.595044,3,7,0,284.651,1.31254,-0.736034,0.839605
-282.178,0.919949,0.595044,2,3,0,283.787,1.39598,-0.635983,0.828697
-279.69,0.962569,0.595044,3,7,0,283.161,1.30692,-0.545985,0.82019
-280.57,0.852071,0.595044,2,3,0,281.482,1.28927,-0.611319,0.84109
-279.918,0.798999,0.595044,1,3,0,283.106,1.33007,-0.541812,0.830091
-279.998,0.932509,0.595044,3,7,0,280.889,1.3032,-0.652568,0.817717
-280.053,0.98165,0.595044,3,7,0,280.875,1.34299,-0.55288,0.827799
-279.766,0.951977,0.595044,2,3,0,281.125,1.31558,-0.568873,0.83898
-281.19,0.915277,0.595044,2,3,0,281.245,1.31097,-0.542468,0.856981
-281.284,0.99537,0.595044,3,7,0,281.668,1.32482,-0.5302,0.85515
-282.232,0.877798,0.595044,3,7,0,284.628,1.38424,-0.663672,0.79546
-283.079,0.962896,0.595044,3,7,0,285.61,1.33104,-0.719232,0.86992
-284.787,0.940188,0.595044,3,7,0,287.573,1.29122,-0.372028,0.81827
-282.298,1,0.595044,2,3,0,284.897,1.27571,-0.443628,0.81998
-280.681,0.989491,0.595044,3,7,0,283.481,1.28237,-0.526594,0.83427
-283.822,0.82361,0.595044,2,3,0,284.354,1.2522,-0.468292,0.799987
-283.943,0.990848,0.595044,3,7,0,285.167,1.37095,-0.833329,0.837248
-280.065,1,0.595044,2,3,0,284.032,1.36367,-0.63131,0.816957
-282.258,0.815163,0.595044,2,3,0,283.448,1.2752,-0.624627,0.796069
-280.901,0.983647,0.595044,2,7,0,284.772,1.36043,-0.727166,0.807985
-281.095,0.844932,0.595044,2,7,0,283.746,1.28869,-0.655854,0.839614
-281.808,0.940894,0.595044,2,7,0,283.644,1.33361,-0.733194,0.853283
-280.674,0.979483,0.595044,3,7,0,283.76,1.32413,-0.549299,0.795615
-280.157,1,0.595044,2,3,0,280.653,1.31687,-0.557968,0.800769
-281.367,0.853281,0.595044,2,7,0,282.564,1.3692,-0.558997,0.816164
-279.576,0.981081,0.595044,3,7,0,282.74,1.32795,-0.661268,0.832028
-279.743,0.974675,0.595044,2,7,0,280.253,1.32245,-0.651902,0.807184
-279.628,0.99173,0.595044,3,7,0,280.161,1.31799,-0.555766,0.831492
-279.705,0.992848,0.595044,3,7,0,280.17,1.31499,-0.622803,0.805978
-279.612,1,0.595044,2,3,0,279.745,1.32105,-0.614399,0.805617
-280.106,0.949418,0.595044,3,7,0,280.781,1.33235,-0.554491,0.840331
-280.285,0.966041,0.595044,3,7,0,281.241,1.33454,-0.715957,0.818259
-280.013,0.970223,0.595044,3,7,0,281.267,1.2999,-0.572048,0.806135
-284.165,0.7341,0.595044,2,3,0,285.847,1.29526,-0.481248,0.875253
-281.587,0.95372,0.595044,3,7,0,285.795,1.34005,-0.618653,0.782931
-281.043,1,0.595044,3,7,0,281.858,1.35066,-0.634974,0.790119
-280.094,0.955584,0.595044,2,7,0,282.655,1.33819,-0.62251,0.847327
-279.561,0.997702,0.595044,2,3,0,280.411,1.33919,-0.674347,0.824051
-279.501,0.992977,0.595044,2,5,0,279.825,1.31109,-0.560803,0.820831
-280.49,0.914932,0.595044,2,7,0,281.277,1.34219,-0.636049,0.852174
-281.573,0.868665,0.595044,3,7,0,285.127,1.30806,-0.587884,0.783932
-285.898,0.62517,0.595044,3,7,0,288.518,1.32625,-0.805279,0.871145
-280.577,0.915435,0.595044,2,3,0,288.124,1.33924,-0.670331,0.851186
-280.454,0.991785,0.595044,3,7,0,281.918,1.28378,-0.530375,0.827418
-279.423,0.994222,0.595044,3,7,0,281.045,1.33931,-0.622469,0.83202
-279.633,0.951957,0.595044,3,7,0,281.216,1.34946,-0.654243,0.813918
-280,0.903901,0.595044,2,3,0,280.909,1.31573,-0.647556,0.80363
-279.97,0.973463,0.595044,3,7,0,281.922,1.32252,-0.624347,0.845898
-279.904,0.950128,0.595044,2,3,0,280.962,1.33343,-0.592827,0.843531
-280.399,0.919188,0.595044,3,7,0,281.922,1.36512,-0.631868,0.807864
-280.191,0.984174,0.595044,3,7,0,281.923,1.33548,-0.70374,0.834832
-281.935,0.92476,0.595044,2,3,0,282.313,1.34647,-0.691224,0.863938
-280.358,0.981993,0.595044,2,7,0,283.708,1.31649,-0.511763,0.833667
-279.298,0.949963,0.595044,2,7,0,282.379,1.33371,-0.611962,0.828777
-279.445,0.987136,0.595044,2,3,0,279.479,1.33682,-0.593773,0.830202
-280.107,0.92549,0.595044,2,3,0,281.068,1.35365,-0.640042,0.841923
-279.241,1,0.595044,2,3,0,280.183,1.33192,-0.605004,0.823026
-280.01,0.953916,0.595044,2,3,0,280.241,1.36023,-0.67917,0.816577
-279.679,0.996625,0.595044,3,7,0,280.475,1.30209,-0.564689,0.829485
-279.846,0.99039,0.595044,2,3,0,279.884,1.29631,-0.57513,0.831712
-280.46,0.909775,0.595044,3,7,0,281.25,1.34233,-0.552532,0.804817
-281.015,0.957965,0.595044,3,7,0,281.523,1.34818,-0.522068,0.814554
-281.701,0.947408,0.595044,2,7,0,283.318,1.32832,-0.617816,0.781065
-280.042,0.995018,0.595044,2,7,0,282.087,1.32399,-0.547687,0.80596
-279.226,0.940122,0.595044,2,7,0,281.467,1.32333,-0.608297,0.825438
-279.715,0.929017,0.595044,2,3,0,280.562,1.29849,-0.571217,0.827791
-279.914,0.881161,0.595044,2,3,0,281.011,1.32506,-0.533291,0.819732
-280.52,0.982421,0.595044,3,7,0,281.159,1.33952,-0.720034,0.810308
-282.435,0.882613,0.595044,2,3,0,282.766,1.33961,-0.78746,0.812636
-280.356,1,0.595044,3,7,0,283.397,1.34196,-0.581,0.7993
-282.152,0.805048,0.595044,2,3,0,283.235,1.3748,-0.589496,0.796646
-279.966,0.99682,0.595044,3,7,0,283.45,1.30991,-0.568717,0.842196
-280.662,0.868459,0.595044,3,7,0,283.543,1.32408,-0.720033,0.814663
-281.454,0.934577,0.595044,2,7,0,282.644,1.34303,-0.76175,0.833949
-282.395,0.89246,0.595044,1,1,0,282.427,1.34206,-0.790583,0.833724
-279.831,1,0.595044,2,3,0,282.412,1.35048,-0.67544,0.812444
-279.757,0.97089,0.595044,3,7,0,280.804,1.3049,-0.546779,0.816177
-280.458,0.943759,0.595044,3,7,0,280.975,1.36139,-0.657426,0.802764
-279.923,0.915576,0.595044,2,3,0,281.827,1.35879,-0.672351,0.829166
-279.272,0.961891,0.595044,2,3,0,280.882,1.33761,-0.621361,0.821649
-279.745,0.95343,0.595044,2,7,0,280.449,1.35337,-0.663327,0.830166
-279.928,0.923874,0.595044,2,7,0,282.001,1.33179,-0.598294,0.8448
-280.103,0.992238,0.595044,3,7,0,280.745,1.35937,-0.66153,0.836972
-281.699,0.873192,0.595044,2,3,0,282.124,1.33137,-0.764057,0.816908
-280.769,0.98584,0.595044,3,7,0,282.358,1.37285,-0.620015,0.811776
-281.074,0.961702,0.595044,3,7,0,281.779,1.2882,-0.665133,0.814803
-281.642,0.98344,0.595044,3,7,0,282.756,1.3147,-0.70729,0.795791
-280.956,0.994453,0.595044,2,7,0,282.294,1.31169,-0.70997,0.811025
-280.69,0.927569,0.595044,2,3,0,282.278,1.32424,-0.709373,0.806517
-279.444,1,0.595044,2,3,0,280.72,1.33238,-0.592222,0.812134
-279.403,0.999918,0.595044,3,7,0,279.619,1.32068,-0.63728,0.814773
-279.837,0.956639,0.595044,2,7,0,280.078,1.32219,-0.682728,0.821099
-285.309,0.684363,0.595044,2,7,0,288.374,1.26723,-0.432752,0.869976
-284.687,1,0.595044,3,7,0,288.118,1.23622,-0.4409,0.817988
-279.535,0.929669,0.595044,2,3,0,285.99,1.30275,-0.583531,0.821833
-281.632,0.819342,0.595044,3,7,0,282,1.30932,-0.737268,0.822818
-280.505,0.956503,0.595044,2,3,0,282.555,1.3277,-0.7164,0.832835
-281.935,0.894355,0.595044,3,7,0,282.712,1.32165,-0.761177,0.81694
-280.463,1,0.595044,3,7,0,282.089,1.3453,-0.724658,0.814965
-279.499,0.992793,0.595044,2,7,0,280.99,1.33178,-0.666944,0.819157
-279.713,0.963908,0.595044,2,7,0,280.173,1.30507,-0.633374,0.828449
-279.84,0.985818,0.595044,2,3,0,280.171,1.32191,-0.547125,0.834674
-279.218,0.99896,0.595044,2,7,0,279.907,1.33109,-0.615392,0.82352
-279.84,0.882002,0.595044,2,7,0,281.285,1.2944,-0.594212,0.81854
-282.02,0.629713,0.595044,1,3,0,285.563,1.30543,-0.443403,0.817706
-281.782,1,0.595044,3,7,0,282.325,1.30004,-0.455304,0.811462
-282.011,0.912454,0.595044,2,7,0,284.043,1.26125,-0.597733,0.833376
-283.724,0.920148,0.595044,2,3,0,285.193,1.28379,-0.39985,0.813936
-281.275,0.99947,0.595044,3,7,0,285.06,1.3062,-0.540864,0.790183
-280.852,0.979277,0.595044,3,7,0,282.318,1.30409,-0.647848,0.79645
-280.375,1,0.595044,2,3,0,281.031,1.30649,-0.608536,0.797111
-280.773,0.950217,0.595044,3,7,0,282.011,1.37286,-0.620849,0.811462
-280.423,0.994382,0.595044,2,7,0,281.346,1.35785,-0.706851,0.810098
-280.369,0.983185,0.595044,2,3,0,280.883,1.3517,-0.70787,0.809128
-280.018,0.991091,0.595044,3,7,0,281.072,1.36013,-0.632398,0.83367
-280.229,0.985551,0.595044,2,7,0,280.741,1.32819,-0.645766,0.848893
-283.221,0.872901,0.595044,2,7,0,283.496,1.37558,-0.665046,0.86979
-282.194,1,0.595044,2,3,0,284.171,1.35328,-0.744183,0.856385
-280.854,1,0.595044,2,3,0,282.603,1.35337,-0.651223,0.853611
-281.195,0.990118,0.595044,3,7,0,281.551,1.3221,-0.535797,0.791818
-279.745,0.979711,0.595044,3,7,0,282.308,1.33124,-0.655676,0.839022
-282.048,0.813335,0.595044,2,7,0,282.805,1.27162,-0.658016,0.826614
-279.699,1,0.595044,3,7,0,282.183,1.33199,-0.683703,0.822233
-280.114,0.993718,0.595044,3,7,0,280.245,1.3114,-0.518729,0.829887
-280.312,0.990508,0.595044,3,7,0,280.897,1.34959,-0.689169,0.80393
-279.679,0.968944,0.595044,2,3,0,280.984,1.34027,-0.676886,0.830636
-279.612,0.98765,0.595044,2,3,0,279.893,1.33017,-0.672045,0.828943
-279.803,0.874778,0.595044,2,3,0,281.227,1.33662,-0.676302,0.809745
-281.598,0.840659,0.595044,2,3,0,282.07,1.32104,-0.713509,0.795464
-280.722,0.828418,0.595044,2,7,0,285.139,1.28497,-0.503074,0.82362
-282.716,0.885285,0.595044,2,3,0,283.144,1.30117,-0.439796,0.847466
-279.717,0.963804,0.595044,3,7,0,286.234,1.3236,-0.648085,0.806593
-279.637,1,0.595044,3,7,0,279.839,1.31701,-0.585711,0.838357
-279.813,0.990785,0.595044,3,7,0,280.261,1.35594,-0.675839,0.823824
-279.856,0.994639,0.595044,3,7,0,280.295,1.30023,-0.561819,0.81107
-279.466,0.946138,0.595044,2,3,0,280.525,1.30589,-0.591456,0.819002
-279.601,0.914924,0.595044,2,3,0,280.39,1.32758,-0.556255,0.82597
-279.595,0.99612,0.595044,3,7,0,280.064,1.33692,-0.589836,0.810212
-279.656,0.957725,0.595044,3,7,0,280.37,1.32622,-0.569028,0.835638
-284.962,0.677529,0.595044,2,3,0,285.719,1.25929,-0.634607,0.785554
-280.317,0.999446,0.595044,2,3,0,286.541,1.34988,-0.609879,0.846218
-279.475,0.988903,0.595044,2,7,0,280.744,1.32714,-0.564992,0.821465
-281.485,0.895072,0.595044,2,3,0,281.912,1.27596,-0.487783,0.836027
-282.192,0.813143,0.595044,3,7,0,285.05,1.34556,-0.785817,0.81512
-281.742,0.958022,0.595044,3,7,0,284.223,1.26305,-0.538472,0.811297
-282.744,0.961503,0.595044,2,3,0,283.94,1.2652,-0.451665,0.81112
-283.879,0.882948,0.595044,2,3,0,285.216,1.236,-0.510546,0.822865
-281.171,1,0.595044,2,3,0,283.977,1.27989,-0.49102,0.816107
-280.227,0.978013,0.595044,3,7,0,282.751,1.36513,-0.674416,0.83284
-281.861,0.923282,0.595044,3,7,0,283.063,1.33559,-0.662084,0.866556
-279.839,0.985096,0.595044,3,7,0,282.951,1.31434,-0.56191,0.806027
-281.969,0.87916,0.595044,2,3,0,282.176,1.3023,-0.474537,0.797972
-279.933,0.967475,0.595044,3,7,0,284.169,1.33278,-0.56743,0.80551
-280.04,0.99867,0.595044,3,7,0,280.697,1.31274,-0.540828,0.80707
-280.199,1,0.595044,3,7,0,280.407,1.35467,-0.68766,0.838103
-280.108,0.992064,0.595044,2,3,0,280.5,1.35566,-0.665914,0.839346
-279.597,0.982811,0.595044,3,7,0,281.262,1.31629,-0.620797,0.807687
-280.226,0.962023,0.595044,2,3,0,280.348,1.31499,-0.625335,0.797438
-281.052,0.810352,0.595044,2,7,0,282.896,1.33742,-0.502118,0.832538
-280.838,0.886879,0.595044,2,3,0,283.789,1.28723,-0.502121,0.834723
-279.75,0.966248,0.595044,3,7,0,282.365,1.35422,-0.631096,0.813698
-282.998,0.704789,0.595044,2,7,0,284.141,1.35976,-0.482406,0.835951
-279.796,1,0.595044,2,3,0,283.381,1.34206,-0.690726,0.826854
-280.573,0.876972,0.595044,2,3,0,281.464,1.37518,-0.678831,0.825853
-280.075,1,0.595044,2,3,0,280.813,1.35227,-0.685523,0.836621
-280.319,0.927739,0.595044,3,7,0,282.803,1.31151,-0.525221,0.806295
-280.661,0.945379,0.595044,3,7,0,281.767,1.32948,-0.659267,0.853522
-280.364,1,0.595044,1,1,0,280.678,1.33122,-0.662337,0.849156
-279.694,1,0.595044,2,3,0,280.417,1.33564,-0.625981,0.840577
-280.634,0.955754,0.595044,2,3,0,280.768,1.34984,-0.671939,0.85024
-279.903,0.997709,0.595044,2,3,0,280.774,1.33299,-0.651519,0.843031
-279.679,0.984499,0.595044,3,7,0,280.318,1.3439,-0.592847,0.812105
-279.679,0.656243,0.595044,1,3,0,285.25,1.3439,-0.592847,0.812105
-279.979,0.955014,0.595044,3,7,0,280.7,1.32542,-0.694189,0.825779
-279.507,1,0.595044,2,3,0,279.965,1.33735,-0.58031,0.826526
-279.783,0.971217,0.595044,3,7,0,280.574,1.35001,-0.642537,0.808535
-281.62,0.8194,0.595044,2,7,0,282.613,1.27571,-0.652907,0.827982
-279.49,1,0.595044,2,3,0,281.481,1.31343,-0.569537,0.814687
-279.881,0.98373,0.595044,2,3,0,279.958,1.29483,-0.553671,0.819665
-281.103,0.888483,0.595044,3,7,0,282.752,1.38296,-0.694502,0.829397
-281.286,0.906542,0.595044,3,7,0,283.831,1.26656,-0.559735,0.828663
-280.756,0.960111,0.595044,2,7,0,282.324,1.3373,-0.512464,0.815611
-280.598,1,0.595044,2,3,0,280.978,1.33279,-0.518331,0.810659
-280.555,0.98226,0.595044,2,7,0,281.349,1.34781,-0.536935,0.819063
-281.156,0.985748,0.595044,3,7,0,282.258,1.32618,-0.673012,0.857393
-281.459,0.959796,0.595044,2,7,0,282.477,1.37004,-0.60624,0.849908
-280.712,0.953879,0.595044,3,7,0,285.337,1.30816,-0.575337,0.792689
-281.802,0.968836,0.595044,3,7,0,282.066,1.3139,-0.595332,0.781096
-281.2,0.963021,0.595044,2,3,0,282.948,1.34227,-0.543351,0.796158
-280.412,0.961171,0.595044,3,7,0,283.374,1.34844,-0.612639,0.797544
-280.773,0.941181,0.595044,3,7,0,283.326,1.31509,-0.536673,0.79604
-279.824,0.945644,0.595044,3,7,0,281.976,1.31694,-0.663748,0.83339
-280.881,0.912327,0.595044,2,3,0,281.355,1.30007,-0.649421,0.848265
-280.284,1,0.595044,3,7,0,281.485,1.34821,-0.642333,0.84746
-279.481,0.996225,0.595044,2,7,0,280.72,1.31095,-0.631092,0.819834
-279.651,0.97981,0.595044,3,7,0,279.852,1.315,-0.65845,0.824244
-279.666,0.991451,0.595044,2,7,0,280.085,1.31834,-0.618817,0.83965
-279.489,0.986571,0.595044,3,7,0,280.243,1.31525,-0.562274,0.817506
-279.37,0.96334,0.595044,2,3,0,280.086,1.31628,-0.618201,0.814703
-280.683,0.920561,0.595044,2,7,0,281.062,1.28347,-0.513991,0.830272
-279.614,0.954855,0.595044,2,7,0,282.28,1.3375,-0.679359,0.822288
-279.979,0.950057,0.595044,2,3,0,280.383,1.36183,-0.62861,0.817832
-280.603,0.8344,0.595044,1,3,0,282.412,1.34828,-0.725811,0.811101
-279.757,0.952804,0.595044,3,7,0,281.914,1.3423,-0.613608,0.839507
-283.301,0.809037,0.595044,2,3,0,283.841,1.37182,-0.768504,0.859829
-282.267,0.925928,0.595044,2,7,0,284.996,1.39153,-0.68886,0.847177
-282.637,0.984544,0.595044,2,3,0,283.882,1.39342,-0.768577,0.830641
-282.991,0.962634,0.595044,3,7,0,284.061,1.36857,-0.812545,0.828255
-282.991,0.595218,0.595044,2,3,0,290.443,1.36857,-0.812545,0.828255
-280.767,1,0.595044,3,7,0,284.139,1.35262,-0.606887,0.79533
-280.872,0.980525,0.595044,3,7,0,281.838,1.30184,-0.665099,0.801561
-280.208,0.989227,0.595044,3,7,0,282.624,1.34468,-0.655318,0.846542
-280.833,0.954667,0.595044,2,3,0,281.258,1.33555,-0.611875,0.857426
-281.481,0.974834,0.595044,2,3,0,281.595,1.34748,-0.597274,0.861152
-282.175,0.985328,0.595044,3,7,0,284.256,1.378,-0.766146,0.840252
-280.603,0.994141,0.595044,2,3,0,282.584,1.34298,-0.734728,0.824303
-281.232,0.977849,0.595044,2,3,0,281.872,1.35949,-0.729489,0.845546
-279.37,0.991896,0.595044,2,3,0,281.441,1.33402,-0.626928,0.832111
-280.798,0.84586,0.595044,3,7,0,281.773,1.30907,-0.483796,0.824588
-281.793,0.962573,0.595044,2,3,0,282.298,1.26132,-0.514615,0.818697
-280.131,0.996965,0.595044,2,7,0,282.145,1.35737,-0.596107,0.832955
-279.851,0.990966,0.595044,2,3,0,280.526,1.34059,-0.608818,0.841824
-279.753,0.997516,0.595044,3,7,0,280.174,1.29822,-0.59829,0.815515
-279.931,0.987897,0.595044,3,7,0,280.712,1.36012,-0.662805,0.829788
-280.648,0.89346,0.595044,2,7,0,281.933,1.32254,-0.577498,0.792017
-283.198,0.717685,0.595044,2,3,0,285.092,1.31239,-0.681945,0.77733
-280.399,1,0.595044,2,7,0,282.962,1.34103,-0.559619,0.843367
-281.691,0.814442,0.595044,3,7,0,286.642,1.3559,-0.555182,0.795117
-279.539,0.912259,0.595044,2,3,0,283.105,1.33534,-0.670976,0.826414
-280.125,0.913338,0.595044,2,5,0,280.975,1.28792,-0.599012,0.82224
-280.188,0.962679,0.595044,3,7,0,281.108,1.35575,-0.590836,0.835331
-281.766,0.915568,0.595044,2,7,0,283.235,1.35831,-0.664317,0.786123
-280.268,0.976295,0.595044,3,7,0,283.336,1.34508,-0.716802,0.816678
-280.195,0.999768,0.595044,3,7,0,280.968,1.36128,-0.65431,0.838127
-281.831,0.935827,0.595044,2,3,0,282.007,1.35338,-0.735054,0.85417
-280.965,1,0.595044,2,3,0,281.839,1.34557,-0.708553,0.849382
-280.295,0.996854,0.595044,3,7,0,281.511,1.3554,-0.599665,0.840705
-283.202,0.854355,0.595044,3,7,0,285.428,1.28826,-0.58929,0.77705
-279.619,1,0.595044,3,7,0,283.219,1.32409,-0.568758,0.834951
-279.905,0.973308,0.595044,3,7,0,280.202,1.35506,-0.605782,0.81414
-280.328,0.987342,0.595044,3,7,0,280.743,1.28239,-0.567515,0.825859
-283.299,0.893862,0.595044,2,7,0,283.641,1.26631,-0.436559,0.806347
-281.254,1,0.595044,3,7,0,283.987,1.26704,-0.557945,0.828866
-282.717,0.965256,0.595044,3,7,0,283.462,1.29096,-0.427282,0.811859
-280.314,0.989324,0.595044,2,7,0,283.136,1.31679,-0.519961,0.809086
-284.391,0.741778,0.595044,2,3,0,285.209,1.29211,-0.380832,0.818071
-284.225,1,0.595044,2,3,0,284.873,1.28574,-0.386938,0.814366
