# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cp_model
# start_datetime = 2022-10-21 18:49:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/rob/.julia/dev/ROSStanPluto/notebooks/Playgrounds/ARM/Radon/tmp/cp_data_1.json
# init = 2 (Default)
# random
#   seed = 51049207 (Default)
# output
#   file = /Users/rob/.julia/dev/ROSStanPluto/notebooks/Playgrounds/ARM/Radon/tmp/cp_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-63-g1ae9de8f
# stancflags = --warn-pedantic --O1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-282.005,0.837652,0.746452,3,7,0,283.581,1.26308,-0.541801,0.843859
-281.264,0.91602,0.746452,3,7,0,284.175,1.30179,-0.595703,0.788272
-282.059,0.763593,0.746452,2,3,0,284.094,1.35366,-0.506763,0.806727
-279.865,0.818955,0.746452,1,3,0,284.499,1.30451,-0.564833,0.837617
-279.592,0.857443,0.746452,2,3,0,282.194,1.35124,-0.618491,0.824424
-279.595,0.942542,0.746452,2,3,0,280.207,1.32789,-0.673215,0.821775
-282.64,0.702508,0.746452,2,7,0,282.811,1.35706,-0.507076,0.849601
-282.802,0.99831,0.746452,2,3,0,283.446,1.35188,-0.497624,0.852442
-281.681,0.993769,0.746452,3,7,0,283.188,1.35993,-0.539479,0.80394
-280.695,0.993633,0.746452,3,7,0,282.158,1.36313,-0.623384,0.801241
-279.483,1,0.746452,2,3,0,280.537,1.32355,-0.658247,0.819388
-280.271,0.745338,0.746452,2,3,0,282.062,1.32939,-0.554937,0.801246
-281.677,0.846287,0.746452,2,7,0,282.403,1.29744,-0.716205,0.820756
-281.603,0.582526,0.746452,1,3,0,287.927,1.37123,-0.629548,0.853752
-281.778,0.884782,0.746452,3,7,0,284.687,1.29665,-0.478599,0.849003
-281.992,0.956226,0.746452,1,1,0,282.256,1.29877,-0.467289,0.848391
-281.078,1,0.746452,3,7,0,282.419,1.28491,-0.487011,0.831316
-281.278,0.940417,0.746452,3,7,0,282.881,1.29639,-0.628616,0.792594
-280.231,0.855697,0.746452,2,3,0,283.06,1.34489,-0.563439,0.807743
-279.29,1,0.746452,2,3,0,280.339,1.33051,-0.616845,0.829772
-279.408,0.904884,0.746452,2,3,0,280.12,1.32383,-0.619474,0.834125
-279.646,0.974636,0.746452,3,7,0,279.686,1.33546,-0.578433,0.810889
-280.326,0.974013,0.746452,2,3,0,280.418,1.32573,-0.664253,0.847563
-280.014,0.995195,0.746452,2,3,0,280.745,1.33689,-0.598565,0.845154
-280.362,0.827804,0.746452,2,3,0,282.714,1.33134,-0.520933,0.815436
-281.188,0.955786,0.746452,2,7,0,281.791,1.33883,-0.746383,0.810286
-279.698,0.811778,0.746452,2,3,0,284.705,1.31781,-0.556324,0.810824
-281.384,0.880237,0.746452,2,3,0,281.593,1.28809,-0.572192,0.792499
-279.924,1,0.746452,2,3,0,281.447,1.35783,-0.635005,0.833707
-279.457,1,0.746452,2,3,0,279.936,1.33322,-0.663372,0.81899
-279.882,0.853228,0.746452,3,7,0,281.172,1.32545,-0.546956,0.810655
-279.85,0.689739,0.746452,2,3,0,283.117,1.29517,-0.601924,0.827875
-280.314,0.94683,0.746452,3,7,0,280.804,1.3683,-0.64222,0.832302
-280.316,0.986312,0.746452,3,7,0,281.052,1.29557,-0.561289,0.803618
-281.771,0.762274,0.746452,3,7,0,283.119,1.33192,-0.762448,0.837023
-281.363,0.699477,0.746452,2,7,0,285.218,1.36657,-0.595423,0.849493
-279.869,0.987058,0.746452,2,3,0,281.708,1.33062,-0.610876,0.844545
-279.755,0.999141,0.746452,3,7,0,280.029,1.32058,-0.598121,0.802966
-279.592,1,0.746452,2,3,0,279.85,1.32944,-0.61783,0.805612
-280.658,0.739964,0.746452,2,7,0,282.252,1.28637,-0.523634,0.837139
-279.369,0.988818,0.746452,3,7,0,281.135,1.33477,-0.633214,0.831391
-280.086,0.766345,0.746452,2,3,0,281.74,1.34926,-0.657552,0.802857
-282.126,0.673521,0.746452,2,7,0,283.763,1.27414,-0.65753,0.809731
-282.661,0.879518,0.746452,2,3,0,283.934,1.36815,-0.531307,0.848967
-282.853,0.878639,0.746452,2,3,0,286.163,1.38537,-0.752839,0.798444
-281.042,0.801328,0.746452,2,3,0,284.981,1.30714,-0.703836,0.810092
-280.243,0.989666,0.746452,2,7,0,281.861,1.30036,-0.52329,0.811326
-280.176,0.976421,0.746452,2,3,0,280.827,1.29334,-0.546518,0.810401
-280.345,0.992361,0.746452,3,7,0,280.894,1.35725,-0.671792,0.842782
-280.59,0.827307,0.746452,2,7,0,282.312,1.3148,-0.706901,0.829343
-280.343,1,0.746452,1,1,0,280.751,1.31984,-0.704882,0.826764
-281.14,0.850544,0.746452,1,1,0,281.275,1.31897,-0.732746,0.831391
-280.656,0.99077,0.746452,2,3,0,281.532,1.3583,-0.577533,0.806748
-280.377,0.971288,0.746452,2,3,0,281.458,1.3163,-0.7016,0.820242
-280.63,0.988947,0.746452,2,7,0,281.414,1.34836,-0.62519,0.852368
-279.921,0.978807,0.746452,2,7,0,281.25,1.2964,-0.588983,0.810855
-279.39,1,0.746452,2,3,0,279.891,1.31881,-0.569359,0.82385
-279.39,0.547372,0.746452,1,3,0,282.737,1.31881,-0.569359,0.82385
-281.323,0.808824,0.746452,2,3,0,281.695,1.3375,-0.743103,0.84231
-282.124,0.937147,0.746452,2,7,0,283.059,1.36742,-0.582081,0.856715
-280.786,1,0.746452,2,3,0,283.41,1.31023,-0.707536,0.829274
-280.54,0.983266,0.746452,2,5,0,281.34,1.32284,-0.69395,0.842851
-284.419,0.710232,0.746452,2,3,0,285.102,1.32352,-0.820585,0.839722
-282.672,0.998581,0.746452,2,7,0,285.083,1.37256,-0.529044,0.841777
-280.109,1,0.746452,2,3,0,282.787,1.34557,-0.631783,0.845626
-280.003,0.863367,0.746452,2,7,0,281.45,1.29937,-0.568979,0.80692
-280.865,0.770494,0.746452,3,7,0,283.03,1.37533,-0.62385,0.834512
-283.356,0.81102,0.746452,2,3,0,284.807,1.25292,-0.587241,0.801089
-279.288,1,0.746452,2,3,0,283.708,1.3326,-0.642079,0.820111
-281.118,0.877498,0.746452,2,7,0,281.165,1.35495,-0.640518,0.8565
-281.274,0.990303,0.746452,2,3,0,281.571,1.34863,-0.618783,0.859853
-279.986,0.993866,0.746452,2,3,0,281.601,1.32824,-0.697731,0.820889
-280.816,0.672028,0.746452,2,3,0,283.897,1.35697,-0.623538,0.851249
-282.407,0.895748,0.746452,2,3,0,283.497,1.39608,-0.649478,0.841337
-283.073,1,0.746452,2,3,0,283.499,1.40152,-0.68746,0.848474
-281.216,0.904558,0.746452,3,7,0,285.02,1.26827,-0.535497,0.818772
-281.777,0.856055,0.746452,2,7,0,283.089,1.33255,-0.477931,0.839327
-281.24,0.984462,0.746452,3,7,0,282.218,1.31309,-0.501137,0.848616
-281.402,0.930987,0.746452,3,7,0,284.166,1.38209,-0.643887,0.806929
-281.107,1,0.746452,3,7,0,282.177,1.33032,-0.524992,0.850033
-279.29,1,0.746452,2,3,0,280.911,1.32574,-0.637722,0.819143
-280.738,0.804486,0.746452,2,3,0,281.227,1.3336,-0.729495,0.834311
-281.164,1,0.746452,2,3,0,281.759,1.38551,-0.666702,0.825567
-285.007,0.801481,0.746452,3,7,0,286.361,1.42454,-0.770563,0.823413
-280.076,1,0.746452,3,7,0,284.661,1.28846,-0.591994,0.825543
-279.673,1,0.746452,2,3,0,280.361,1.33097,-0.558156,0.815954
-280.507,0.961662,0.746452,2,3,0,280.812,1.3226,-0.633123,0.793009
-279.39,0.994519,0.746452,3,7,0,280.693,1.33766,-0.606406,0.830061
-282.004,0.77628,0.746452,2,3,0,282.138,1.28248,-0.606171,0.858133
-281.871,1,0.746452,2,3,0,282.756,1.29421,-0.536711,0.861206
-280.247,0.960283,0.746452,2,7,0,283.111,1.3382,-0.717411,0.82275
-279.838,0.998822,0.746452,3,7,0,280.626,1.31998,-0.656906,0.807247
-280.045,0.929843,0.746452,3,7,0,280.917,1.36322,-0.634723,0.829621
-282.467,0.728065,0.746452,2,3,0,282.897,1.38752,-0.577821,0.815206
-281.693,0.955649,0.746452,2,3,0,285.274,1.34891,-0.596447,0.785256
-280.907,1,0.746452,3,7,0,282.555,1.33052,-0.564861,0.855429
-281.613,0.972574,0.746452,2,3,0,282.047,1.34677,-0.59914,0.862895
-282.242,0.97943,0.746452,3,7,0,283.098,1.31523,-0.682105,0.783854
-280.052,0.863711,0.746452,2,3,0,284.119,1.29773,-0.638218,0.828534
-280.829,0.937906,0.746452,2,7,0,281.085,1.35158,-0.554052,0.804797
-279.347,1,0.746452,2,3,0,280.863,1.31221,-0.590923,0.818817
-279.893,0.945419,0.746452,2,7,0,280.062,1.35676,-0.668516,0.831615
-279.515,0.931446,0.746452,1,3,0,280.657,1.32397,-0.662422,0.823903
-279.845,0.908739,0.746452,2,3,0,280.642,1.33893,-0.629306,0.84285
-280.296,0.847765,0.746452,2,7,0,281.061,1.30935,-0.675105,0.835615
-282.754,0.853192,0.746452,2,3,0,283.192,1.31353,-0.762686,0.843966
-282.506,0.974614,0.746452,2,3,0,283.848,1.36371,-0.523157,0.802156
-281.178,0.988175,0.746452,2,7,0,283.558,1.35966,-0.756045,0.822891
-280.497,0.852903,0.746452,2,3,0,283.612,1.37108,-0.638869,0.833468
-282.244,0.627153,0.746452,2,3,0,284.461,1.36009,-0.789138,0.815259
-280.615,1,0.746452,2,3,0,282.596,1.34221,-0.544876,0.842102
-283.573,0.827224,0.746452,2,3,0,284.383,1.2452,-0.519281,0.804871
-280.67,1,0.746452,2,3,0,283.541,1.37115,-0.621914,0.835699
-280.53,0.746358,0.746452,1,3,0,283.618,1.31035,-0.697386,0.828358
-284.217,0.766137,0.746452,2,7,0,284.253,1.39242,-0.539994,0.809271
-282.555,0.794998,0.746452,2,3,0,288.584,1.39656,-0.729753,0.808904
-280.686,0.973769,0.746452,2,3,0,283.35,1.35278,-0.681464,0.797582
-280.132,0.924392,0.746452,2,3,0,281.617,1.3224,-0.681264,0.807383
-280.146,0.796575,0.746452,2,3,0,282.034,1.31198,-0.683569,0.824504
-279.758,0.870904,0.746452,1,3,0,281.477,1.35275,-0.605143,0.827968
-283.028,0.781898,0.746452,3,7,0,283.055,1.34635,-0.808945,0.816212
-281.441,1,0.746452,3,7,0,282.873,1.26626,-0.548355,0.8352
-282.579,0.878981,0.746452,2,3,0,284.117,1.25893,-0.492367,0.806665
-279.816,1,0.746452,2,3,0,282.66,1.35108,-0.635221,0.836883
-279.399,1,0.746452,2,3,0,279.937,1.34203,-0.636708,0.815917
-279.541,0.971527,0.746452,3,7,0,279.78,1.32293,-0.555851,0.821235
-279.934,0.923298,0.746452,2,3,0,280.465,1.29359,-0.565729,0.814892
-282.721,0.633097,0.746452,2,3,0,285.002,1.2791,-0.492993,0.859855
-283.129,0.875838,0.746452,3,7,0,284.783,1.35291,-0.797067,0.802101
-279.923,1,0.746452,2,3,0,283.645,1.31595,-0.554755,0.80568
-279.783,0.979732,0.746452,2,7,0,280.579,1.34272,-0.678647,0.833471
-281.112,0.894155,0.746452,2,3,0,281.299,1.38202,-0.64825,0.833726
-280.84,0.99052,0.746452,2,7,0,281.964,1.3506,-0.723234,0.804737
-281.281,0.997242,0.746452,2,3,0,281.595,1.37079,-0.726886,0.805992
-280.087,1,0.746452,2,3,0,281.623,1.35518,-0.652555,0.805425
-280.718,0.882791,0.746452,2,7,0,282.954,1.31926,-0.561769,0.792784
-280.131,0.884591,0.746452,3,7,0,283.037,1.28808,-0.55279,0.827332
-280.004,1,0.746452,2,3,0,280.194,1.29479,-0.538299,0.825781
-279.53,0.861201,0.746452,2,3,0,282.239,1.33391,-0.625861,0.837092
-279.811,0.933871,0.746452,2,3,0,280.097,1.31346,-0.649116,0.835822
-281.97,0.766348,0.746452,3,7,0,283.647,1.29055,-0.471078,0.800889
-281.362,0.912515,0.746452,2,7,0,284.533,1.34859,-0.668362,0.859889
-279.256,0.919173,0.746452,1,3,0,282.874,1.32879,-0.612647,0.82814
-281.985,0.764617,0.746452,2,3,0,282.29,1.37824,-0.651305,0.7939
-283.137,0.962779,0.746452,3,7,0,283.347,1.26181,-0.591051,0.85705
-281.265,0.999768,0.746452,2,3,0,283.843,1.33686,-0.520003,0.799672
-279.406,1,0.746452,2,3,0,280.951,1.31504,-0.632325,0.825919
-280.104,0.848059,0.746452,2,3,0,281.01,1.36661,-0.654211,0.822913
-281.809,0.837674,0.746452,2,3,0,282.622,1.36786,-0.675152,0.789828
-281.022,1,0.746452,1,1,0,281.753,1.36111,-0.679154,0.795918
-286.322,0.598932,0.746452,2,3,0,288.808,1.42148,-0.785202,0.796028
-280.748,0.970213,0.746452,2,5,0,287.099,1.3149,-0.688827,0.802317
-281.564,0.951397,0.746452,2,3,0,282.174,1.32913,-0.743929,0.804903
-281.837,1,0.746452,2,3,0,282.826,1.36054,-0.759993,0.804225
-284.949,0.642383,0.746452,3,7,0,288.023,1.3611,-0.765392,0.775646
-280.22,1,0.746452,2,3,0,285.012,1.34577,-0.626945,0.798511
-280.539,0.952255,0.746452,3,7,0,281.353,1.31925,-0.579092,0.853161
-282.134,0.89185,0.746452,2,7,0,283.123,1.35539,-0.670719,0.866284
-281.127,0.977226,0.746452,3,7,0,283.208,1.32481,-0.669062,0.85741
-281.745,0.890733,0.746452,2,7,0,283.973,1.30699,-0.59756,0.78268
-281.905,0.833535,0.746452,2,3,0,284.576,1.27327,-0.568543,0.796182
-280.309,1,0.746452,3,7,0,282.232,1.29614,-0.512188,0.825999
-279.764,0.80505,0.746452,2,3,0,282.361,1.3243,-0.623837,0.842459
-280.745,0.913775,0.746452,2,3,0,281.396,1.35279,-0.69943,0.799874
-282.339,0.719577,0.746452,3,7,0,284.688,1.33245,-0.499553,0.85807
-279.747,0.911869,0.746452,3,7,0,283.078,1.3335,-0.557351,0.829831
-279.747,0.610396,0.746452,2,7,0,285.412,1.3335,-0.557351,0.829831
-279.735,0.996936,0.746452,2,3,0,279.945,1.30141,-0.621981,0.817331
-280.4,0.964797,0.746452,3,7,0,280.716,1.32994,-0.552967,0.846335
-279.358,1,0.746452,2,3,0,280.303,1.32681,-0.648776,0.82529
-279.497,0.982478,0.746452,3,7,0,279.843,1.3317,-0.660589,0.814856
-279.378,0.970948,0.746452,3,7,0,280.304,1.31945,-0.59648,0.832167
-280.738,0.862496,0.746452,2,3,0,281.035,1.29618,-0.619733,0.798318
-281.943,0.82356,0.746452,3,7,0,284.591,1.3153,-0.654111,0.782492
-281.063,0.944422,0.746452,2,3,0,283.435,1.35715,-0.67067,0.793183
-280.806,0.951702,0.746452,2,3,0,282.177,1.35705,-0.712706,0.803446
-279.448,1,0.746452,2,3,0,280.833,1.33716,-0.64291,0.832542
-280.54,0.723378,0.746452,3,7,0,283.417,1.37057,-0.611585,0.820203
-281.068,0.91847,0.746452,2,7,0,283.19,1.34989,-0.626983,0.789743
-280.916,1,0.746452,2,3,0,281.569,1.32704,-0.64734,0.789241
-279.671,1,0.746452,2,3,0,280.948,1.33779,-0.606521,0.838812
-279.968,0.9681,0.746452,3,7,0,280.582,1.30649,-0.534942,0.812315
-279.878,0.982108,0.746452,2,3,0,280.457,1.31173,-0.584824,0.802984
-279.54,1,0.746452,2,3,0,279.867,1.31149,-0.58536,0.810708
-281.848,0.797755,0.746452,2,3,0,282.395,1.29622,-0.539781,0.861762
-281.633,0.990112,0.746452,2,3,0,282.446,1.31675,-0.511085,0.856376
-283.073,0.924571,0.746452,3,7,0,283.087,1.32953,-0.757957,0.790975
-283.166,0.939315,0.746452,3,7,0,285.739,1.37813,-0.59112,0.86251
-282.442,0.899259,0.746452,3,7,0,285.398,1.31872,-0.44712,0.841661
-281.753,0.94278,0.746452,2,3,0,284.241,1.29894,-0.524276,0.859474
-280.312,0.95759,0.746452,2,3,0,282.495,1.33213,-0.541877,0.840712
-279.359,1,0.746452,2,3,0,280.161,1.31179,-0.61112,0.82501
-280.313,0.880247,0.746452,2,3,0,280.855,1.34732,-0.626842,0.848233
-282.554,0.858225,0.746452,2,3,0,282.899,1.30948,-0.60171,0.776176
-280.476,0.95115,0.746452,2,3,0,283.808,1.32563,-0.592418,0.853166
-280.821,0.863292,0.746452,2,7,0,282.107,1.3053,-0.682397,0.805645
-281.912,0.54137,0.746452,2,3,0,286.204,1.31943,-0.755111,0.81327
-280.645,1,0.746452,1,1,0,281.769,1.32081,-0.717927,0.817861
-280.472,1,0.746452,2,3,0,280.882,1.34459,-0.534022,0.827082
-279.821,0.87784,0.746452,2,3,0,282.639,1.33105,-0.686641,0.815538
-279.607,0.941615,0.746452,3,7,0,280.9,1.32739,-0.673618,0.821441
-280.487,0.787234,0.746452,2,3,0,281.725,1.31759,-0.520866,0.841419
-279.629,1,0.746452,2,3,0,280.667,1.32515,-0.672065,0.819476
-279.42,1,0.746452,2,3,0,279.639,1.32511,-0.649784,0.816187
-281.063,0.676299,0.746452,1,3,0,283.587,1.30936,-0.649125,0.855379
-280.36,0.96594,0.746452,3,7,0,281.904,1.30471,-0.598082,0.848445
-280.355,0.791389,0.746452,2,3,0,283.1,1.30134,-0.50462,0.82303
-281.48,0.93134,0.746452,2,3,0,282.139,1.28135,-0.48886,0.841384
-280.284,0.929223,0.746452,2,7,0,282.593,1.36238,-0.705151,0.821231
-280.664,0.946838,0.746452,3,7,0,281.748,1.29032,-0.538454,0.84334
-280.038,0.980686,0.746452,2,3,0,281.127,1.32163,-0.53098,0.833141
-280.479,0.715732,0.746452,2,7,0,282.803,1.3067,-0.686048,0.830752
-280.588,0.945671,0.746452,2,3,0,281.287,1.35634,-0.55554,0.827638
-285.129,0.671341,0.746452,2,3,0,287.046,1.37744,-0.854499,0.810159
-281.435,1,0.746452,2,3,0,286.276,1.35261,-0.537398,0.846449
-279.31,0.964137,0.746452,3,7,0,282.892,1.33811,-0.622115,0.81739
-280.722,0.776892,0.746452,2,3,0,282.209,1.31931,-0.516339,0.802734
-280.822,1,0.746452,2,3,0,281.451,1.292,-0.531929,0.800948
-280.558,0.986742,0.746452,3,7,0,281.979,1.3488,-0.648114,0.851152
-280.292,1,0.746452,2,3,0,280.767,1.35724,-0.629071,0.842919
-280.473,0.791672,0.746452,2,3,0,282.967,1.29568,-0.595608,0.800388
-279.935,0.991209,0.746452,2,7,0,280.94,1.3519,-0.581307,0.823951
-280.592,0.889691,0.746452,2,5,0,282.287,1.32277,-0.513584,0.807474
-282.147,0.945519,0.746452,2,3,0,282.807,1.25537,-0.519691,0.82211
-281.61,0.993028,0.746452,2,7,0,282.898,1.27554,-0.494688,0.806833
-279.954,0.780364,0.746452,2,3,0,285.913,1.34424,-0.596503,0.804673
-282.889,0.709814,0.746452,2,3,0,283.53,1.30253,-0.704254,0.862266
-281.366,0.990072,0.746452,3,7,0,283.959,1.36756,-0.732348,0.843791
-281.563,0.876974,0.746452,2,7,0,282.871,1.38983,-0.654696,0.830683
-280.522,0.957567,0.746452,2,3,0,282.453,1.30347,-0.66276,0.805756
-282.039,0.871456,0.746452,3,7,0,282.69,1.34317,-0.49129,0.844146
-279.648,0.846009,0.746452,2,3,0,284.32,1.30775,-0.640433,0.82203
-280.919,0.594223,0.746452,2,3,0,284.329,1.37962,-0.673961,0.83333
-279.751,0.962,0.746452,3,7,0,281.896,1.32684,-0.678647,0.829599
-280.483,0.923641,0.746452,3,7,0,281.575,1.34728,-0.600156,0.849058
-279.726,0.911146,0.746452,2,5,0,281.368,1.31367,-0.653119,0.813563
-279.54,0.981331,0.746452,2,3,0,280.073,1.33754,-0.639801,0.809024
-279.864,0.978812,0.746452,3,7,0,280.312,1.35304,-0.670685,0.833552
-281.463,0.815617,0.746452,3,7,0,282.434,1.26514,-0.572528,0.817221
-280.888,1,0.746452,2,3,0,281.702,1.27875,-0.520887,0.812865
-279.669,0.945646,0.746452,3,7,0,281.528,1.35441,-0.657721,0.823171
-280.186,0.918031,0.746452,3,7,0,281.065,1.29439,-0.524515,0.827554
-280.348,0.996609,0.746452,3,7,0,280.492,1.28375,-0.546197,0.828012
-279.884,0.919072,0.746452,3,7,0,281.563,1.33368,-0.693578,0.816906
-279.595,1,0.746452,2,3,0,279.933,1.33369,-0.564527,0.819605
-280.213,0.934698,0.746452,2,3,0,280.717,1.29316,-0.59753,0.838696
-279.8,0.972373,0.746452,3,7,0,280.539,1.35473,-0.621105,0.813809
-279.484,0.973008,0.746452,3,7,0,280.114,1.34885,-0.636647,0.823896
-281.69,0.82921,0.746452,2,3,0,281.794,1.34463,-0.703524,0.788505
-279.438,0.981709,0.746452,3,7,0,282.493,1.33892,-0.597383,0.828998
-282.056,0.63287,0.746452,2,3,0,282.467,1.36335,-0.515569,0.818254
-280.259,1,0.746452,2,3,0,282.041,1.29611,-0.624399,0.807474
-279.607,0.969987,0.746452,2,3,0,280.843,1.3089,-0.607261,0.8348
-281.353,0.755175,0.746452,2,3,0,282.032,1.26888,-0.592538,0.832699
-280.498,0.987362,0.746452,3,7,0,282.262,1.32905,-0.512174,0.830942
-281.524,0.632764,0.746452,2,3,0,285.383,1.28506,-0.6552,0.803961
-280.225,0.894048,0.746452,3,7,0,283.225,1.32637,-0.604976,0.850225
-279.348,0.877292,0.746452,2,3,0,281.295,1.32982,-0.615647,0.812124
-279.923,0.789305,0.746452,1,3,0,281.848,1.33006,-0.613898,0.84558
-279.568,0.686782,0.746452,2,3,0,282.924,1.33683,-0.654906,0.810456
-280.451,0.920234,0.746452,2,3,0,280.785,1.34498,-0.629841,0.85103
-279.807,0.872972,0.746452,2,7,0,281.671,1.30791,-0.603994,0.805623
-280.128,0.881341,0.746452,3,7,0,280.976,1.3572,-0.596213,0.833163
-279.294,1,0.746452,2,3,0,280.002,1.32557,-0.632982,0.827672
-281.701,0.790981,0.746452,2,3,0,281.959,1.31097,-0.462963,0.809209
-281.111,0.972799,0.746452,3,7,0,283.569,1.38287,-0.637113,0.826172
-280.99,0.976326,0.746452,2,3,0,281.932,1.37097,-0.580391,0.825832
-279.773,0.985134,0.746452,3,7,0,281.376,1.30505,-0.643045,0.82445
-279.585,0.912992,0.746452,2,7,0,281.271,1.3522,-0.643921,0.825363
-281.285,0.861871,0.746452,3,7,0,281.796,1.31766,-0.571459,0.861282
-279.897,1,0.746452,2,3,0,281.376,1.32542,-0.574432,0.842467
-280.079,0.996066,0.746452,3,7,0,280.567,1.29397,-0.545338,0.832534
-279.313,0.915467,0.746452,1,3,0,281.292,1.33013,-0.588021,0.819682
-279.573,0.924918,0.746452,1,3,0,280.424,1.34989,-0.652806,0.82756
-281.158,0.740805,0.746452,2,3,0,281.537,1.37185,-0.589379,0.837787
-280.499,1,0.746452,2,3,0,281.575,1.29274,-0.652866,0.828004
-280.66,0.947743,0.746452,2,3,0,281.685,1.35745,-0.636195,0.797315
-280.158,0.991804,0.746452,2,3,0,281.357,1.31396,-0.613879,0.797944
-279.777,0.625301,0.746452,2,3,0,283.988,1.35704,-0.634713,0.828312
-280.003,0.887391,0.746452,2,3,0,281.247,1.34428,-0.704596,0.825749
-279.72,1,0.746452,2,3,0,279.986,1.34916,-0.678664,0.826781
-280.25,0.825264,0.746452,3,7,0,282.352,1.31915,-0.537983,0.842072
-281.083,0.864359,0.746452,3,7,0,282.598,1.36575,-0.746455,0.827562
-280.717,1,0.746452,3,7,0,281.59,1.29025,-0.495022,0.822229
-279.754,0.998408,0.746452,2,7,0,280.995,1.31249,-0.617462,0.839672
-283.235,0.747806,0.746452,2,3,0,283.815,1.38247,-0.71277,0.864519
-286.331,0.838145,0.746452,2,3,0,286.688,1.37479,-0.771587,0.885467
-286.69,1,0.746452,3,7,0,287.845,1.4027,-0.758739,0.88076
-280.726,1,0.746452,2,3,0,287.248,1.30978,-0.684558,0.84227
