# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = cp_model
# start_datetime = 2022-10-21 18:49:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /Users/rob/.julia/dev/ROSStanPluto/notebooks/Playgrounds/ARM/Radon/tmp/cp_data_3.json
# init = 2 (Default)
# random
#   seed = 51049207 (Default)
# output
#   file = /Users/rob/.julia/dev/ROSStanPluto/notebooks/Playgrounds/ARM/Radon/tmp/cp_chain_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-63-g1ae9de8f
# stancflags = --warn-pedantic --O1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta,sigma
-281.533,0.924748,0.713447,3,7,0,282.399,1.35573,-0.580803,0.791556
-279.587,1,0.713447,2,3,0,282.081,1.31955,-0.578016,0.808482
-280.28,0.895385,0.713447,2,7,0,280.718,1.34926,-0.568251,0.808895
-280.117,1,0.713447,2,7,0,280.258,1.30382,-0.657305,0.83194
-280.067,0.796741,0.713447,1,3,0,283.018,1.36289,-0.628659,0.815525
-280.674,0.938726,0.713447,2,3,0,281.6,1.35219,-0.680641,0.797464
-279.508,0.992539,0.713447,3,7,0,281.158,1.34366,-0.645999,0.813208
-279.737,0.914511,0.713447,3,7,0,280.656,1.32689,-0.57969,0.839775
-279.624,0.808232,0.713447,2,3,0,281.731,1.30659,-0.553444,0.825386
-281.541,0.882649,0.713447,2,5,0,281.692,1.37183,-0.743343,0.807528
-284.374,0.463517,0.713447,2,3,0,286.431,1.31264,-0.804811,0.811706
-282.38,1,0.713447,2,3,0,284.82,1.33373,-0.758594,0.797725
-281.785,1,0.713447,1,1,0,282.595,1.33091,-0.73555,0.797125
-280.257,0.851525,0.713447,3,7,0,283.563,1.34779,-0.581758,0.84197
-282.234,0.697762,0.713447,2,3,0,284.469,1.32167,-0.726308,0.857313
-279.699,1,0.713447,2,3,0,282.223,1.3498,-0.624552,0.811084
-279.699,0.477544,0.713447,2,3,0,283.394,1.3498,-0.624552,0.811084
-279.596,0.846613,0.713447,1,3,0,281.346,1.31169,-0.640853,0.829055
-279.422,0.976903,0.713447,1,3,0,280.133,1.3088,-0.594622,0.81721
-279.826,0.954321,0.713447,3,7,0,280.317,1.34383,-0.630502,0.804272
-279.648,0.939025,0.713447,2,3,0,280.842,1.34121,-0.67849,0.8174
-280.146,0.961927,0.713447,2,7,0,280.36,1.35299,-0.647273,0.802845
-280.255,0.775493,0.713447,2,3,0,283.429,1.3274,-0.649891,0.797094
-280.141,0.993146,0.713447,3,7,0,280.661,1.34551,-0.619676,0.8459
-279.503,0.968574,0.713447,2,3,0,280.746,1.31071,-0.632165,0.825828
-281.874,0.722993,0.713447,2,7,0,285.016,1.34,-0.757356,0.846218
-281.674,0.973406,0.713447,2,7,0,283.29,1.35397,-0.621946,0.862589
-282.992,0.92623,0.713447,3,7,0,285.151,1.40244,-0.757125,0.820598
-279.624,1,0.713447,2,3,0,283.347,1.34996,-0.608341,0.826781
-280.486,0.947778,0.713447,2,3,0,280.651,1.36908,-0.620467,0.832943
-281.245,0.9364,0.713447,2,3,0,282.097,1.3296,-0.732645,0.804548
-279.285,1,0.713447,2,3,0,281.041,1.33766,-0.635159,0.822597
-279.939,0.880783,0.713447,3,7,0,280.436,1.32331,-0.529917,0.824493
-279.947,0.950402,0.713447,3,7,0,281.122,1.35269,-0.689098,0.814995
-279.761,0.995611,0.713447,2,5,0,280.159,1.30382,-0.547412,0.828664
-279.56,0.8108,0.713447,2,5,0,282.917,1.34698,-0.635707,0.812878
-280.812,0.768329,0.713447,2,3,0,281.707,1.33843,-0.736438,0.813756
-279.964,1,0.713447,3,7,0,280.852,1.34012,-0.562701,0.834744
-279.35,0.936144,0.713447,3,7,0,280.766,1.33806,-0.640777,0.816515
-280.431,0.900045,0.713447,3,7,0,281.356,1.29255,-0.527319,0.837074
-280.437,0.868694,0.713447,3,7,0,283.681,1.31936,-0.645891,0.850539
-279.983,0.938315,0.713447,3,7,0,282.276,1.3275,-0.695096,0.828069
-279.794,0.938975,0.713447,3,7,0,280.985,1.32158,-0.53924,0.827855
-281.634,0.789067,0.713447,2,3,0,281.779,1.27967,-0.633957,0.846306
-280.291,0.739422,0.713447,2,7,0,284.478,1.33303,-0.526393,0.830809
-279.687,0.983825,0.713447,2,7,0,281.262,1.34433,-0.586124,0.814843
-280.128,0.954682,0.713447,3,7,0,280.921,1.34003,-0.578906,0.843307
-282.956,0.666281,0.713447,2,3,0,285.583,1.26238,-0.481417,0.799583
-282.067,1,0.713447,3,7,0,283.083,1.26503,-0.489605,0.810373
-280.473,1,0.713447,2,3,0,282.504,1.32195,-0.503312,0.821787
-280.191,0.984617,0.713447,3,7,0,281.142,1.31479,-0.671316,0.806793
-279.955,0.991953,0.713447,3,7,0,280.629,1.35962,-0.618889,0.829092
-279.744,0.852001,0.713447,1,3,0,281.542,1.31231,-0.660032,0.822953
-279.721,0.966972,0.713447,2,3,0,280.282,1.35504,-0.620082,0.825319
-280.95,0.531618,0.713447,2,3,0,285.41,1.32878,-0.73919,0.826802
-280.66,0.999774,0.713447,3,7,0,281.503,1.35703,-0.734739,0.823373
-280.551,0.945762,0.713447,2,3,0,281.663,1.34445,-0.712989,0.805853
-280.857,0.843325,0.713447,2,3,0,282.371,1.3262,-0.726941,0.835193
-281.523,0.964259,0.713447,2,3,0,282.624,1.38711,-0.656199,0.811295
-280.481,1,0.713447,2,3,0,281.976,1.28872,-0.613029,0.838056
-279.663,0.937456,0.713447,2,3,0,281.291,1.31176,-0.652531,0.822453
-281.263,0.811979,0.713447,3,7,0,282.101,1.28921,-0.680755,0.827799
-279.983,0.749436,0.713447,2,7,0,283.51,1.34119,-0.594854,0.842667
-279.641,1,0.713447,2,3,0,280.153,1.32673,-0.640265,0.83865
-279.76,0.978302,0.713447,3,7,0,280.314,1.32791,-0.63223,0.802973
-280.422,0.941612,0.713447,2,3,0,280.836,1.3141,-0.570706,0.795573
-279.286,1,0.713447,2,3,0,280.454,1.32716,-0.625471,0.829215
-280.781,0.789664,0.713447,2,3,0,281.606,1.32548,-0.716508,0.839459
-280.427,0.966516,0.713447,3,7,0,282.898,1.30394,-0.582976,0.797008
-279.318,0.908388,0.713447,3,7,0,281.664,1.33377,-0.596496,0.818292
-280.496,0.911773,0.713447,2,3,0,280.668,1.28292,-0.54087,0.832349
-282.012,0.661329,0.713447,2,3,0,283.285,1.31862,-0.460687,0.842028
-280.95,0.882108,0.713447,2,3,0,283.151,1.27782,-0.528066,0.837032
-280.938,0.971679,0.713447,2,3,0,282.024,1.27968,-0.515535,0.811809
-280.261,0.942802,0.713447,2,7,0,282.673,1.3275,-0.702799,0.811906
-279.765,1,0.713447,3,7,0,280.389,1.3448,-0.688068,0.819446
-279.386,0.958166,0.713447,2,3,0,280.317,1.34199,-0.616508,0.817296
-280.343,0.786353,0.713447,3,7,0,281.449,1.2848,-0.567718,0.833349
-281.023,0.939583,0.713447,3,7,0,282.106,1.32607,-0.739497,0.822284
-285.273,0.765466,0.713447,2,3,0,285.647,1.42531,-0.704904,0.848495
-283.481,1,0.713447,3,7,0,287.224,1.322,-0.727115,0.870136
-279.885,1,0.713447,3,7,0,283.648,1.31761,-0.540893,0.83421
-280.79,0.864464,0.713447,2,3,0,281.459,1.32649,-0.505063,0.837518
-281.307,0.97053,0.713447,2,7,0,282.033,1.30049,-0.64417,0.792288
-280.72,1,0.713447,3,7,0,282.044,1.36503,-0.612644,0.803941
-280.353,0.972977,0.713447,2,7,0,281.777,1.32148,-0.707426,0.819437
-283.026,0.816961,0.713447,2,3,0,283.472,1.36105,-0.488149,0.810908
-279.683,0.95267,0.713447,2,3,0,283.72,1.30557,-0.54789,0.82108
-279.431,0.991365,0.713447,3,7,0,280.071,1.33739,-0.641362,0.812557
-279.381,0.98093,0.713447,2,7,0,279.632,1.33536,-0.587886,0.820784
-279.611,0.980376,0.713447,2,3,0,279.811,1.30525,-0.599961,0.812391
-280.186,0.906089,0.713447,3,15,0,280.915,1.35821,-0.608555,0.83715
-280.322,0.967278,0.713447,2,3,0,281.41,1.31664,-0.675566,0.84168
-281.141,0.928608,0.713447,2,3,0,282.196,1.30568,-0.471745,0.81815
-281.684,0.885752,0.713447,2,7,0,283.291,1.27156,-0.532701,0.801748
-282.444,0.978298,0.713447,2,3,0,282.764,1.27725,-0.505633,0.791808
-280.219,1,0.713447,3,7,0,282.94,1.2882,-0.567447,0.834156
-280.573,0.832581,0.713447,2,3,0,282.364,1.3516,-0.590693,0.846973
-281.952,0.928313,0.713447,2,7,0,282.909,1.36955,-0.713347,0.855908
-279.986,1,0.713447,3,7,0,281.921,1.34535,-0.691463,0.834513
-281.403,0.871317,0.713447,2,3,0,281.94,1.32409,-0.681944,0.858472
-280.872,0.983888,0.713447,3,7,0,282.506,1.312,-0.520863,0.798288
-281.183,0.976118,0.713447,3,7,0,282.185,1.34626,-0.6437,0.787694
-279.445,0.955261,0.713447,3,7,0,282.373,1.33757,-0.663476,0.822388
-281.45,0.598124,0.713447,1,3,0,282.918,1.28271,-0.670095,0.822303
-280.592,0.98059,0.713447,3,7,0,282.677,1.33124,-0.509338,0.82912
-281.621,0.939392,0.713447,2,3,0,281.686,1.33762,-0.482582,0.832181
-281.573,0.992631,0.713447,3,7,0,282.401,1.36825,-0.567925,0.804188
-280.068,0.896384,0.713447,2,7,0,283.047,1.3111,-0.611025,0.799989
-279.64,0.992722,0.713447,2,7,0,280.691,1.33248,-0.653578,0.808032
-279.64,0.787315,0.713447,1,3,0,281.271,1.33248,-0.653578,0.808032
-280.732,0.81371,0.713447,2,3,0,281.395,1.34575,-0.584675,0.795292
-281.183,0.676889,0.713447,2,7,0,283.689,1.30523,-0.695351,0.804464
-280.111,1,0.713447,2,3,0,281.227,1.31016,-0.63753,0.802479
-279.647,1,0.713447,2,3,0,280.139,1.3345,-0.568232,0.830729
-281.003,0.899018,0.713447,2,3,0,281.351,1.33591,-0.637897,0.859167
-280.854,0.994161,0.713447,3,7,0,282.6,1.35313,-0.714119,0.845112
-280.827,0.992496,0.713447,2,7,0,281.189,1.35612,-0.682301,0.850038
-280.419,0.827825,0.713447,2,7,0,283.785,1.3068,-0.518283,0.839261
-279.294,0.880051,0.713447,2,3,0,281.576,1.33527,-0.64205,0.823673
-279.99,0.945737,0.713447,2,3,0,280.015,1.35287,-0.659227,0.806586
-281.534,0.934852,0.713447,2,7,0,281.883,1.27253,-0.487678,0.832416
-281.534,0.721088,0.713447,2,3,0,286.286,1.27253,-0.487678,0.832416
-281.714,0.906598,0.713447,3,7,0,283.476,1.36165,-0.775186,0.822591
-280.591,1,0.713447,2,3,0,282.034,1.37125,-0.702637,0.828842
-279.377,0.997579,0.713447,2,3,0,280.82,1.32296,-0.63647,0.830101
-279.791,0.921577,0.713447,2,3,0,280.123,1.30682,-0.644428,0.829742
-281.777,0.827522,0.713447,2,3,0,282.603,1.28768,-0.607239,0.85846
-279.877,0.953191,0.713447,2,3,0,282.354,1.34307,-0.594324,0.805934
-280.869,0.841246,0.713447,2,3,0,281.807,1.33156,-0.676662,0.792877
-280.153,0.969234,0.713447,2,7,0,281.536,1.3415,-0.615841,0.847272
-279.491,0.998523,0.713447,2,3,0,280.188,1.3315,-0.630347,0.836107
-279.385,0.92641,0.713447,2,7,0,280.143,1.33764,-0.618543,0.813268
-279.362,0.988935,0.713447,3,7,0,279.54,1.32408,-0.637555,0.829572
-281.55,0.820659,0.713447,2,3,0,281.685,1.38671,-0.639806,0.812461
-280.416,0.960376,0.713447,3,7,0,282.247,1.28948,-0.635262,0.818471
-283.011,0.853114,0.713447,2,3,0,283.027,1.26395,-0.666851,0.818945
-279.699,0.993186,0.713447,3,7,0,283.639,1.33006,-0.674461,0.831601
-279.609,0.95332,0.713447,2,3,0,280.263,1.31318,-0.648338,0.827577
-282.807,0.72852,0.713447,2,3,0,283.998,1.38806,-0.733302,0.853642
-281.873,1,0.713447,1,1,0,282.751,1.37635,-0.721989,0.84997
-281.343,1,0.713447,2,3,0,282.189,1.38217,-0.688917,0.84022
-282.495,0.935443,0.713447,3,7,0,282.755,1.39503,-0.645584,0.844441
-280.722,0.970273,0.713447,2,7,0,284.837,1.34577,-0.564465,0.84754
-281.474,0.964563,0.713447,2,7,0,282.347,1.26445,-0.557471,0.816848
-280.187,0.974925,0.713447,2,3,0,282.019,1.36229,-0.609045,0.814962
-282.725,0.661541,0.713447,3,7,0,285.582,1.29955,-0.751101,0.830536
-279.904,0.93516,0.713447,3,7,0,284.938,1.31709,-0.532224,0.815607
-279.268,1,0.713447,2,3,0,279.975,1.32875,-0.633802,0.826321
-279.486,0.956935,0.713447,2,3,0,279.748,1.33949,-0.624962,0.834173
-280.158,0.943887,0.713447,2,3,0,280.316,1.33355,-0.710787,0.822935
-279.779,1,0.713447,3,7,0,280.417,1.33618,-0.568528,0.834495
-280.451,0.990855,0.713447,3,7,0,280.509,1.34007,-0.718172,0.811029
-279.612,0.995055,0.713447,2,3,0,280.853,1.34085,-0.675786,0.827311
-279.451,0.727272,0.713447,2,3,0,282.183,1.30751,-0.57906,0.825266
-280.052,0.930066,0.713447,2,5,0,280.583,1.34582,-0.683702,0.806899
-279.276,0.968212,0.713447,1,3,0,280.607,1.33027,-0.640895,0.8217
-279.329,0.911089,0.713447,3,7,0,280.443,1.31939,-0.627882,0.816816
-280.141,0.911665,0.713447,2,3,0,280.467,1.31389,-0.5602,0.844916
-280.409,0.992972,0.713447,2,3,0,280.69,1.29436,-0.553402,0.842815
-280.665,0.957438,0.713447,3,7,0,281.627,1.36364,-0.667486,0.845366
-281.264,0.972905,0.713447,2,3,0,281.324,1.36895,-0.655815,0.851697
-279.687,0.983949,0.713447,2,3,0,281.851,1.31141,-0.603544,0.806534
-279.857,0.963803,0.713447,3,7,0,280.286,1.31822,-0.66775,0.833692
-283.279,0.674255,0.713447,2,7,0,284.745,1.3259,-0.717329,0.77954
-282.702,0.986386,0.713447,3,7,0,284.775,1.36216,-0.636551,0.779569
-280.937,0.89605,0.713447,2,3,0,284.458,1.32783,-0.557753,0.791703
-281.99,0.891968,0.713447,2,7,0,283.214,1.25897,-0.556667,0.813142
-282.64,0.969977,0.713447,2,3,0,284.119,1.27415,-0.493043,0.793347
-281.344,0.858203,0.713447,3,7,0,286.655,1.3835,-0.713052,0.833078
-282.175,0.968939,0.713447,2,3,0,282.235,1.39598,-0.726698,0.830509
-280.618,0.923373,0.713447,2,3,0,284.308,1.33869,-0.713835,0.80514
-281.271,0.913754,0.713447,2,3,0,282.159,1.37782,-0.704711,0.806537
-279.349,0.99434,0.713447,2,3,0,281.353,1.31374,-0.619436,0.824665
-280.831,0.627503,0.713447,3,7,0,285.447,1.30974,-0.676869,0.800247
-279.544,1,0.713447,2,3,0,280.965,1.32095,-0.589418,0.80795
-280.617,0.827728,0.713447,3,7,0,282.392,1.30197,-0.569348,0.850731
-279.295,0.919391,0.713447,2,3,0,281.463,1.32308,-0.614543,0.814511
-279.505,0.976879,0.713447,2,3,0,279.604,1.32908,-0.647987,0.810862
-279.63,0.974913,0.713447,2,7,0,279.883,1.34913,-0.641961,0.812419
-280.612,0.761101,0.713447,2,3,0,282.033,1.32418,-0.720105,0.829768
-279.944,0.928933,0.713447,2,3,0,281.576,1.32865,-0.534923,0.825085
-281.393,0.844027,0.713447,2,7,0,281.676,1.29356,-0.696998,0.828568
-279.307,1,0.713447,2,3,0,281.26,1.32469,-0.595549,0.814902
-281.564,0.772482,0.713447,2,3,0,282.17,1.39092,-0.664791,0.827491
-281.493,1,0.713447,2,3,0,282.704,1.36931,-0.761419,0.821565
-280.815,1,0.713447,2,3,0,281.71,1.37253,-0.712932,0.815025
-280.018,0.977988,0.713447,2,3,0,281.151,1.34299,-0.704525,0.818089
-279.395,0.982502,0.713447,3,7,0,280.831,1.31177,-0.622124,0.821711
-279.616,0.955216,0.713447,1,1,0,279.63,1.30434,-0.624498,0.822789
-280.678,0.877077,0.713447,2,7,0,281.39,1.30791,-0.618856,0.793438
-279.495,0.977238,0.713447,3,7,0,281.176,1.32927,-0.568123,0.827005
-279.884,0.925079,0.713447,3,7,0,280.998,1.32185,-0.673721,0.81102
-279.54,0.913976,0.713447,3,7,0,282.006,1.34429,-0.652225,0.831426
-280.04,0.899778,0.713447,2,3,0,280.808,1.33439,-0.651072,0.800049
-282.512,0.722067,0.713447,2,3,0,283.656,1.29764,-0.665396,0.785503
-280.756,0.961668,0.713447,2,3,0,284.471,1.36857,-0.592824,0.813997
-280.444,0.883218,0.713447,3,7,0,282.752,1.28542,-0.620645,0.825398
-280.492,0.97073,0.713447,2,7,0,281.268,1.37354,-0.640331,0.824981
-279.665,0.977349,0.713447,3,7,0,281.063,1.29937,-0.579144,0.827365
-280.504,0.941618,0.713447,2,3,0,280.622,1.31332,-0.521112,0.84234
-280.483,0.999109,0.713447,3,7,0,281.602,1.28902,-0.56632,0.804707
-279.84,1,0.713447,3,7,0,280.889,1.33731,-0.634386,0.842933
-279.463,0.879279,0.713447,2,3,0,281.102,1.30988,-0.60783,0.8302
-281.766,0.8474,0.713447,2,5,0,281.942,1.28069,-0.513593,0.851952
-280.866,0.890099,0.713447,2,5,0,284.14,1.36972,-0.63868,0.802817
-280.153,0.904015,0.713447,3,7,0,283.538,1.30851,-0.601784,0.79927
-281.031,0.916067,0.713447,2,3,0,281.76,1.36034,-0.626782,0.794561
-280.433,0.746075,0.713447,2,3,0,285.405,1.34163,-0.719711,0.834017
-280.489,0.957644,0.713447,2,7,0,282.108,1.30814,-0.668516,0.841923
-284.832,0.783108,0.713447,3,7,0,285.578,1.22687,-0.522643,0.827681
-282.926,0.98449,0.713447,3,7,0,286.47,1.40676,-0.704439,0.833818
-280.266,0.882693,0.713447,3,7,0,285.054,1.33551,-0.549603,0.805354
-280.601,0.971633,0.713447,2,3,0,281.161,1.278,-0.583577,0.826449
-279.325,0.891056,0.713447,3,7,0,282.134,1.32461,-0.642533,0.819885
-283.42,0.453007,0.713447,2,3,0,285.127,1.25814,-0.658974,0.817638
-284.267,0.988409,0.713447,2,7,0,285.274,1.41088,-0.630622,0.84714
-282.111,1,0.713447,2,3,0,285.584,1.32376,-0.726816,0.792677
-281.537,1,0.713447,1,1,0,282.328,1.3285,-0.729717,0.799047
-280.778,0.999337,0.713447,3,7,0,282.592,1.29089,-0.567181,0.848228
-281.204,0.961346,0.713447,3,7,0,282.173,1.34643,-0.548438,0.850555
-281.327,0.991679,0.713447,3,7,0,281.676,1.3133,-0.702324,0.799049
-281.577,0.810646,0.713447,2,3,0,284.827,1.32466,-0.750753,0.835593
-280.144,1,0.713447,3,7,0,282.333,1.34933,-0.565097,0.815137
-279.341,0.972405,0.713447,1,3,0,280.572,1.33277,-0.605574,0.830567
-281.512,0.812566,0.713447,2,3,0,281.758,1.26574,-0.585973,0.816623
-280.048,0.992313,0.713447,3,7,0,282.322,1.35291,-0.701139,0.818348
-279.468,0.97105,0.713447,2,5,0,280.602,1.31167,-0.572477,0.829003
-281.988,0.779189,0.713447,2,3,0,282.402,1.33438,-0.524606,0.788909
-284.35,0.747202,0.713447,2,3,0,287.182,1.29453,-0.483415,0.775409
-279.864,1,0.713447,2,3,0,284.108,1.30379,-0.536702,0.817645
-280.205,0.961973,0.713447,3,7,0,280.822,1.34992,-0.694352,0.838331
-280.368,0.93867,0.713447,2,7,0,281.68,1.32405,-0.514065,0.831925
-279.474,0.917454,0.713447,2,3,0,281.113,1.31283,-0.60842,0.832921
-279.877,0.972902,0.713447,3,7,0,280.281,1.29473,-0.570243,0.815101
-280.332,0.977943,0.713447,3,7,0,280.779,1.34307,-0.689907,0.802604
-279.59,0.993691,0.713447,2,7,0,280.632,1.31701,-0.549734,0.823967
-280.013,0.933363,0.713447,3,7,0,280.57,1.36118,-0.633065,0.813732
-281.364,0.906433,0.713447,2,3,0,281.994,1.35101,-0.688623,0.857493
-279.531,1,0.713447,2,3,0,281.428,1.32439,-0.664137,0.824214
-279.94,0.965905,0.713447,3,7,0,280.45,1.33767,-0.597809,0.843528
-279.697,0.889626,0.713447,2,3,0,281.347,1.34673,-0.679441,0.826987
-282.728,0.791105,0.713447,2,3,0,283.502,1.29229,-0.50912,0.783663
-280.054,0.980304,0.713447,3,7,0,283.447,1.32471,-0.608319,0.847753
-279.662,0.981366,0.713447,3,7,0,280.586,1.33271,-0.63672,0.805237
-280.116,0.924327,0.713447,2,3,0,280.559,1.33868,-0.561021,0.806528
-280.812,0.863877,0.713447,1,1,0,280.89,1.34833,-0.556142,0.801708
-280.106,0.963423,0.713447,3,7,0,283.225,1.32054,-0.63068,0.847376
-279.524,1,0.713447,2,3,0,280.234,1.32375,-0.564496,0.829913
-280.424,0.888281,0.713447,2,7,0,280.947,1.35613,-0.563807,0.827624
-279.361,0.980739,0.713447,1,3,0,280.588,1.33581,-0.626268,0.831199
-279.47,0.804347,0.713447,2,3,0,281.032,1.32318,-0.651288,0.829258
-281.902,0.656934,0.713447,2,3,0,283.099,1.30047,-0.713512,0.805169
-280.969,1,0.713447,2,3,0,281.955,1.31721,-0.707526,0.804438
-281.153,0.818211,0.713447,2,3,0,283.991,1.38104,-0.690913,0.811077
-281.88,0.953364,0.713447,2,3,0,282.712,1.35255,-0.78191,0.823696
-280.87,0.954288,0.713447,2,3,0,282.793,1.36169,-0.731616,0.811695
-279.875,1,0.713447,2,3,0,281.122,1.35351,-0.648462,0.836479
-279.489,0.969119,0.713447,2,7,0,280.997,1.32771,-0.580895,0.833156
-281.275,0.824929,0.713447,2,3,0,281.774,1.31526,-0.469797,0.828303
-281.184,0.806733,0.713447,2,3,0,284.785,1.30276,-0.60881,0.858165
-279.604,0.977339,0.713447,2,3,0,281.677,1.31159,-0.575979,0.835011
-282.72,0.534655,0.713447,2,3,0,283.8,1.27155,-0.657933,0.84751
-283.238,0.950704,0.713447,2,7,0,286.146,1.38054,-0.707978,0.865893
-282.444,0.992146,0.713447,3,7,0,284.779,1.27174,-0.504658,0.794997
-281.55,0.995051,0.713447,3,7,0,283.351,1.35109,-0.740604,0.848657
-279.792,1,0.713447,2,3,0,281.471,1.35404,-0.637121,0.833654
-279.624,0.947291,0.713447,2,3,0,280.201,1.32901,-0.660971,0.834152
-279.422,0.996009,0.713447,2,3,0,279.817,1.34594,-0.628251,0.819967
-280.036,0.958318,0.713447,2,3,0,280.071,1.33881,-0.705345,0.827369
-280.865,0.915575,0.713447,3,7,0,282.278,1.30944,-0.490504,0.810511
-279.896,0.89564,0.713447,2,3,0,282.449,1.30048,-0.615184,0.810224
-279.863,0.983169,0.713447,2,7,0,280.472,1.35427,-0.625123,0.834894
-280.153,0.905226,0.713447,2,7,0,281.589,1.30873,-0.602804,0.846519
-280.596,0.8569,0.713447,2,3,0,281.646,1.30349,-0.678736,0.835449
-279.683,0.99679,0.713447,3,7,0,280.715,1.31508,-0.615202,0.805732
-279.593,0.996968,0.713447,3,7,0,279.827,1.31857,-0.634148,0.808691
-279.637,0.978929,0.713447,3,7,0,280.225,1.31836,-0.568824,0.809044
-279.428,1,0.713447,3,7,0,279.685,1.34179,-0.640183,0.81465
-280.184,0.922957,0.713447,2,7,0,280.683,1.28678,-0.566115,0.830173
-281.352,0.906298,0.713447,2,7,0,282.278,1.31584,-0.578299,0.785186
-283.12,0.812011,0.713447,3,7,0,284.939,1.31374,-0.489596,0.782815
-282.056,0.931041,0.713447,3,7,0,285.933,1.37416,-0.697348,0.85699
-281.137,0.938134,0.713447,2,7,0,283.727,1.29292,-0.685716,0.820607
-280.767,0.966618,0.713447,2,3,0,281.99,1.31415,-0.491324,0.832867
-280.36,1,0.713447,2,3,0,280.77,1.31462,-0.506924,0.83017
-280.255,0.937309,0.713447,2,3,0,281.629,1.2872,-0.600767,0.830946
-279.806,0.977959,0.713447,3,7,0,280.915,1.34826,-0.669773,0.810429
